ITEM_ID,STORE_ID,PRICE,APPROVED_BY
7592,1000,94.88,yoda
9768,1000,1.55,yoda
9156,1000,23.5,admin
4024,1000,73.08,alien
5275,1000,24.3,yoda
4763,1000,43.35,alien
3224,1000,68.62,admin
2468,1000,16.6,cat
3054,1000,26.14,alien
4188,1000,64.86,alien
6261,1000,66.05,admin
1698,1000,85.23,alien
9195,1000,36.33,admin
1146,1000,95.53,yoda
9669,1000,70.85,yoda
9976,1000,15.11,admin
1302,1000,7.22,alien
6236,1000,99.63,cat
7135,1000,45.6,yoda
4738,1000,90.57,admin
7439,1000,64.45,yoda
2150,1000,79.21,yoda
2587,1000,18.87,admin
4997,1000,97.54,yoda
5309,1000,84.66,cat
3716,1000,60.85,admin
3554,1000,78.74,admin
8242,1000,70.52,yoda
9925,1000,35.93,alien
2974,1000,29.13,mario
1049,1000,40.9,admin
5292,1000,41.88,mario
7398,1000,62.3,mario
3948,1000,61.62,yoda
7331,1000,48.48,cat
2956,1000,33.78,alien
8319,1000,53.01,admin
6651,1000,21.29,cat
4416,1000,42.9,alien
6845,1000,55.19,yoda
2035,1000,16.81,mario
1563,1000,80.25,alien
3303,1000,2.37,yoda
4999,1000,65.59,admin
1677,1000,41.09,yoda
3685,1000,51.61,yoda
2288,1000,55.85,yoda
4748,1000,58.57,mario
2044,1000,10.75,cat
1753,1000,20.82,admin
8068,1000,41.61,yoda
1770,1000,25.79,admin
6869,1000,21.32,yoda
5063,1000,71.0,yoda
7069,1000,50.44,yoda
4155,1000,66.43,alien
1721,1000,83.6,mario
3706,1000,71.26,alien
4506,1000,19.92,yoda
8549,1000,94.96,alien
8260,1000,8.26,mario
4072,1000,77.8,cat
1659,1000,84.04,alien
3420,1000,58.96,admin
9612,1000,36.66,admin
3531,1000,21.87,mario
1679,1000,36.01,mario
7194,1000,55.88,alien
5280,1000,47.5,admin
2583,1000,92.59,cat
4701,1000,77.31,yoda
3559,1000,99.34,yoda
9585,1000,6.29,admin
8071,1000,53.6,mario
7796,1000,10.13,admin
9364,1000,4.64,admin
7283,1000,62.01,yoda
3457,1000,81.21,mario
1874,1000,56.78,alien
2818,1000,67.75,cat
5712,1000,49.01,admin
7659,1000,19.55,cat
6792,1000,65.31,mario
3330,1000,68.64,alien
1118,1000,59.13,yoda
4800,1000,15.62,mario
4857,1000,23.05,cat
8713,1000,96.6,alien
9472,1000,82.52,alien
4913,1000,79.66,cat
3169,1000,17.07,admin
7646,1000,61.43,admin
2652,1000,20.15,admin
1909,1000,27.53,yoda
1921,1000,70.23,mario
2534,1000,53.76,alien
7268,1000,64.97,cat
5070,1000,35.44,cat
8169,1000,11.13,yoda
2069,1000,27.0,admin
8060,1000,68.96,yoda
9719,1000,36.82,admin
1315,1000,38.52,alien
3187,1000,56.03,alien
6245,1000,33.59,cat
5162,1000,11.95,admin
5901,1000,37.91,alien
6024,1000,5.9,admin
4731,1000,24.33,cat
3152,1000,44.76,admin
4811,1000,3.8,yoda
1337,1000,47.28,alien
8992,1000,60.42,cat
8492,1000,80.95,alien
7797,1000,68.99,cat
5172,1000,75.36,mario
2924,1000,71.59,cat
6856,1000,26.22,yoda
3340,1000,88.98,mario
1016,1000,6.01,alien
7956,1000,78.18,admin
3966,1000,84.91,cat
3038,1000,9.01,mario
1644,1000,41.17,mario
4401,1000,3.56,mario
8462,1000,28.27,mario
4159,1000,8.92,admin
4503,1000,62.22,cat
4660,1000,39.11,mario
6682,1000,75.84,mario
2742,1000,89.54,alien
1402,1000,70.78,admin
2670,1000,48.15,admin
3566,1000,64.66,mario
5718,1000,29.4,yoda
4754,1000,13.23,cat
4032,1000,11.01,alien
5661,1000,31.56,mario
4461,1000,9.68,alien
5332,1000,11.78,admin
8563,1000,9.03,mario
2137,1000,52.19,cat
7369,1000,32.18,admin
4309,1000,92.9,admin
2923,1000,99.3,yoda
4721,1000,7.57,cat
1337,1000,58.29,mario
1550,1000,96.23,alien
1675,1000,37.63,alien
9480,1000,81.84,admin
8818,1000,45.57,mario
3736,1000,78.77,cat
1894,1000,13.33,yoda
1992,1000,28.5,yoda
1298,1000,93.73,admin
5849,1000,72.96,admin
3092,1000,93.15,mario
5780,1000,61.71,yoda
5446,1000,40.17,cat
9188,1000,92.88,yoda
2616,1000,72.43,mario
3722,1000,84.76,cat
5646,1000,8.05,alien
1154,1000,0.95,admin
4385,1000,76.07,mario
8502,1000,5.85,cat
3980,1000,68.06,cat
1741,1000,9.08,alien
3354,1000,10.07,mario
5392,1000,27.44,mario
4077,1000,41.96,cat
6163,1000,85.47,admin
1909,1000,48.5,cat
4985,1000,97.36,yoda
5637,1000,49.29,mario
4811,1000,6.04,cat
2823,1000,22.41,cat
8970,1000,39.74,alien
1685,1000,5.92,alien
2929,1000,82.59,alien
8022,1000,61.59,admin
2214,1000,54.53,admin
8839,1000,61.16,admin
6299,1000,43.71,admin
9441,1000,9.23,cat
2549,1000,80.85,yoda
6627,1000,67.5,yoda
5054,1000,30.24,cat
7750,1000,27.99,cat
1253,1000,97.88,alien
9780,1000,22.99,yoda
1120,1000,67.72,yoda
2935,1000,66.41,mario
2286,1000,34.9,cat
8321,1000,83.11,mario
6005,1000,52.19,mario
3966,1000,47.42,yoda
4559,1000,74.81,cat
5422,1000,0.41,alien
1069,1000,47.84,mario
5888,1000,93.42,yoda
1390,1000,16.99,cat
9200,1000,52.09,alien
9239,1000,32.57,cat
1384,1000,13.32,cat
3165,1000,18.1,mario
9478,1000,30.8,mario
3833,1000,27.16,cat
8698,1000,39.4,mario
4520,1000,46.1,mario
5971,1000,73.82,yoda
2605,1000,20.85,admin
8591,1000,21.92,mario
5389,1000,2.08,alien
3549,1000,65.32,cat
2228,1000,49.92,yoda
9232,1000,54.68,alien
2648,1000,59.41,cat
6650,1000,69.85,mario
1022,1000,47.24,alien
4458,1000,40.81,alien
4151,1000,9.43,cat
3161,1000,60.19,mario
9248,1000,41.65,mario
6894,1000,60.51,admin
6607,1000,33.91,alien
3138,1000,24.94,alien
4879,1000,86.66,cat
3118,1000,68.47,admin
9285,1000,50.87,admin
4694,1000,1.98,yoda
4328,1000,90.03,cat
9885,1000,59.21,yoda
3417,1000,70.28,cat
3435,1000,85.61,alien
2974,1000,90.17,admin
3427,1000,96.4,admin
1788,1000,21.61,yoda
8900,1000,10.1,admin
3134,1000,81.08,admin
4940,1000,36.98,mario
6491,1000,1.87,cat
2324,1000,99.21,mario
7796,1000,26.58,mario
8334,1000,21.75,alien
2938,1000,67.63,yoda
9609,1000,23.32,admin
6174,1000,78.65,alien
5938,1000,92.87,mario
8790,1000,25.75,alien
1560,1000,43.04,mario
3664,1000,71.41,admin
8822,1000,10.94,cat
7576,1000,3.76,admin
1084,1000,75.51,cat
4889,1000,51.32,cat
3885,1000,75.03,alien
4481,1000,43.3,admin
7797,1000,53.48,yoda
6780,1000,2.92,cat
8434,1000,52.93,yoda
6795,1000,99.71,admin
8742,1000,83.4,admin
6168,1000,70.64,mario
8840,1000,24.52,yoda
4524,1000,22.98,cat
7379,1000,90.66,alien
4651,1000,80.74,cat
6817,1000,61.44,admin
2381,1000,93.13,admin
8133,1000,33.73,admin
8230,1000,98.19,admin
9148,1000,85.67,alien
4262,1000,18.27,alien
8021,1000,34.84,alien
7442,1000,75.27,alien
5316,1000,46.72,mario
3875,1000,39.22,yoda
5573,1000,92.64,alien
8626,1000,80.79,alien
9401,1000,48.67,admin
4809,1000,10.73,admin
9634,1000,61.0,alien
5368,1000,52.38,yoda
3908,1000,90.93,cat
1837,1000,77.5,yoda
9683,1000,37.28,yoda
1215,1000,11.41,mario
9589,1000,98.12,mario
7232,1000,99.66,alien
9253,1000,32.55,alien
1653,1000,21.04,admin
9757,1000,68.53,yoda
4335,1000,28.81,mario
3843,1000,88.99,mario
6478,1000,70.77,cat
1013,1000,73.3,yoda
9118,1000,32.72,cat
7462,1000,92.22,mario
7632,1000,19.7,cat
5443,1000,21.93,cat
1821,1000,43.22,alien
3840,1000,90.96,yoda
2871,1000,14.55,admin
9096,1000,69.88,cat
4395,1000,73.22,alien
8890,1000,55.07,yoda
2980,1000,75.99,alien
9103,1000,70.05,yoda
6306,1000,67.91,cat
3053,1000,10.76,mario
9189,1000,26.58,admin
4789,1000,41.11,alien
3431,1000,72.72,yoda
3912,1000,96.38,admin
9071,1000,45.22,cat
5907,1000,34.22,mario
4923,1000,94.43,alien
5018,1000,4.94,admin
7297,1000,46.94,cat
4662,1000,64.41,cat
1666,1000,63.57,cat
4680,1000,44.39,mario
3982,1000,28.42,admin
3994,1000,47.36,cat
7490,1000,84.74,alien
4441,1000,96.7,yoda
7354,1000,7.37,admin
8870,1000,2.24,yoda
5090,1000,8.43,cat
2332,1000,23.68,cat
2703,1000,51.07,mario
7789,1000,50.32,admin
7950,1000,54.54,cat
7359,1000,83.37,cat
3786,1000,61.08,mario
3493,1000,10.78,alien
4294,1000,43.38,mario
8544,1000,34.2,alien
9783,1000,22.78,alien
7052,1000,98.67,admin
1007,1000,50.81,cat
4924,1000,81.66,alien
1228,1000,80.25,mario
1917,1000,9.58,cat
1686,1000,87.35,cat
8545,1000,1.16,yoda
9265,1000,8.32,alien
6457,1000,83.5,cat
6753,1000,67.83,cat
1400,1000,67.56,admin
5425,1000,58.25,cat
1831,1000,67.13,admin
1116,1000,65.13,alien
3579,1000,99.01,cat
1732,1000,95.52,cat
1381,1000,26.59,admin
2350,1000,76.58,yoda
8365,1000,94.22,mario
1012,1000,70.79,yoda
6023,1000,56.91,cat
5548,1000,7.24,alien
4620,1000,14.72,alien
6927,1000,26.77,alien
3683,1000,47.88,cat
6330,1000,2.05,yoda
9984,1000,40.69,alien
5652,1000,32.75,yoda
2988,1000,78.91,cat
8936,1000,78.6,alien
2201,1000,92.03,mario
9080,1000,31.31,cat
7830,1000,63.61,yoda
8084,1000,55.14,yoda
8997,1000,87.82,cat
7091,1000,89.82,mario
6729,1000,47.69,cat
2565,1000,34.52,admin
4084,1000,49.15,admin
9572,1000,91.55,admin
7485,1000,87.54,alien
4449,1000,80.97,mario
8008,1000,71.19,mario
2559,1000,51.7,admin
2836,1000,1.73,admin
8282,1000,1.6,cat
1662,1000,19.36,cat
1528,1000,96.72,cat
5387,1000,41.77,alien
8235,1000,60.16,cat
1586,1000,47.03,mario
3559,1000,7.38,alien
3408,1000,54.76,yoda
6095,1000,12.64,alien
5464,1000,50.41,mario
7139,1000,47.4,admin
2278,1000,23.31,yoda
9954,1000,90.34,yoda
2886,1000,17.12,alien
2862,1000,78.61,cat
5468,1000,82.31,mario
1003,1000,45.02,cat
8005,1000,96.97,cat
2162,1000,85.32,admin
8264,1000,24.74,alien
3005,1000,28.88,admin
8352,1000,51.48,alien
2310,1000,42.17,admin
3669,1000,59.83,yoda
5962,1000,60.38,mario
1630,1000,86.24,cat
6913,1000,79.01,cat
2331,1000,97.77,yoda
7925,1000,41.08,cat
6363,1000,94.45,yoda
2411,1000,56.77,cat
8329,1000,0.18,alien
5195,1000,71.35,mario
5260,1000,16.01,cat
2360,1000,6.3,admin
8214,1000,25.5,mario
9543,1000,4.56,cat
5746,1000,44.73,yoda
2466,1000,0.94,yoda
5372,1000,42.34,cat
2456,1000,34.8,cat
5141,1000,31.77,cat
2977,1000,88.79,cat
7959,1000,76.84,alien
7478,1000,8.41,yoda
7137,1000,74.38,admin
4826,1000,59.79,admin
5301,1000,57.79,cat
7578,1000,12.57,mario
2651,1000,93.66,mario
8325,1000,62.86,admin
1403,1000,49.42,yoda
8707,1000,2.82,yoda
3239,1000,75.7,mario
9585,1000,32.08,cat
5501,1000,81.25,yoda
2853,1000,60.99,alien
7721,1000,14.33,yoda
6597,1000,68.69,mario
5814,1000,26.27,cat
5292,1000,8.45,mario
5592,1000,98.66,alien
2093,1000,60.13,yoda
1253,1000,72.5,alien
1380,1000,24.83,alien
3953,1000,22.75,yoda
6311,1000,35.47,admin
6571,1000,48.15,admin
9973,1000,94.59,admin
8020,1000,51.5,admin
2269,1000,9.71,mario
6917,1000,17.53,admin
2030,1000,50.4,yoda
6594,1000,60.39,alien
1890,1000,68.13,mario
6484,1000,24.9,alien
8861,1000,78.76,admin
3356,1000,29.46,mario
3123,1000,53.82,alien
9417,1000,12.82,alien
5692,1000,70.45,alien
9424,1000,49.57,admin
7766,1000,12.06,cat
3849,1000,87.66,mario
5336,1000,50.84,yoda
9296,1000,7.24,yoda
3173,1000,64.12,alien
6629,1000,23.74,alien
7888,1000,37.8,mario
8119,1000,27.99,yoda
3007,1000,17.4,mario
9083,1000,66.6,yoda
1963,1000,8.25,yoda
5369,1000,44.93,mario
5929,1000,98.89,yoda
4682,1000,99.39,alien
4948,1000,90.43,admin
5908,1000,71.42,mario
4182,1000,49.26,mario
4172,1000,98.47,alien
8175,1000,88.64,cat
7037,1000,48.27,cat
9960,1000,93.76,mario
4173,1000,18.79,yoda
7511,1000,53.96,mario
3136,1000,5.32,alien
4479,1000,69.57,cat
9749,1000,41.09,alien
2427,1000,74.16,yoda
2639,1000,97.9,yoda
4698,1000,92.36,alien
7631,1000,99.72,mario
4251,1000,34.38,alien
8925,1000,47.89,mario
2818,1000,7.02,cat
2801,1000,30.23,alien
6720,1000,91.78,cat
5495,1000,1.67,yoda
5531,1000,91.18,yoda
1841,1000,3.89,yoda
8102,1000,70.96,admin
4350,1000,90.22,yoda
6343,1000,49.21,yoda
2163,1000,16.67,yoda
7033,1000,56.8,mario
8393,1000,49.95,mario
9952,1000,42.89,admin
8100,1000,60.91,admin
2763,1000,90.68,alien
1566,1000,99.95,mario
4318,1000,63.22,yoda
8319,1000,81.05,mario
6482,1000,95.64,mario
7008,1000,52.01,mario
9862,1000,55.03,alien
4605,1000,54.58,cat
4876,1000,74.05,admin
3963,1000,22.25,alien
2976,1000,31.23,admin
5035,1000,74.22,alien
7904,1000,16.11,admin
6635,1000,92.73,cat
7768,1000,39.42,mario
1600,1000,75.98,mario
6695,1000,24.31,cat
4796,1000,56.27,admin
7266,1000,49.15,admin
9037,1000,54.05,admin
5242,1000,12.52,yoda
2960,1000,23.1,cat
7986,1000,64.98,yoda
6747,1000,56.95,admin
4464,1000,60.94,cat
4932,1000,80.11,admin
2764,1000,91.38,admin
2527,1000,94.2,alien
4894,1000,73.55,cat
7728,1000,4.11,alien
4347,1000,89.45,yoda
3068,1000,72.07,yoda
9650,1000,32.78,mario
1349,1000,50.42,cat
4528,1000,12.29,mario
9176,1000,82.26,mario
7791,1000,86.56,admin
5983,1000,23.96,mario
2340,1000,86.83,mario
1377,1000,56.17,cat
7183,1000,48.58,mario
7441,1000,29.15,admin
9867,1000,15.92,yoda
5989,1000,92.89,cat
8660,1000,34.4,alien
6367,1000,64.06,alien
2012,1000,89.19,cat
4123,1000,83.73,alien
7845,1000,25.89,yoda
7710,1000,94.81,alien
7867,1000,53.54,cat
4354,1000,37.03,cat
7335,1000,88.55,alien
2449,1000,90.29,cat
7886,1000,4.37,cat
7396,1000,65.9,alien
3582,1000,21.91,cat
2260,1000,61.99,cat
4896,1000,44.82,admin
1346,1000,35.69,mario
8286,1000,44.57,alien
3743,1000,71.4,cat
9199,1000,91.7,admin
5597,1000,52.33,admin
4096,1000,13.0,cat
2575,1000,96.51,cat
4095,1000,96.33,mario
6247,1000,19.98,cat
3400,1000,57.27,mario
8384,1000,24.81,alien
7290,1000,14.03,cat
8222,1000,55.61,yoda
2315,1000,41.45,yoda
5407,1000,1.23,cat
5812,1000,99.45,alien
3995,1000,39.56,alien
3554,1000,29.08,mario
1589,1000,28.79,cat
9646,1000,88.15,yoda
5214,1000,10.14,mario
5459,1000,19.01,cat
2158,1000,15.68,admin
5699,1000,65.45,yoda
5640,1000,28.27,mario
7225,1000,28.61,admin
2407,1000,99.24,yoda
5079,1000,41.21,mario
9309,1000,18.47,alien
2813,1000,81.26,admin
1110,1000,62.37,yoda
5878,1000,59.93,alien
5138,1000,54.36,cat
1027,1000,58.48,yoda
3398,1000,97.59,admin
3919,1000,18.07,alien
5880,1000,36.9,mario
6667,1000,57.09,mario
6483,1000,17.87,mario
1845,1000,39.38,alien
8857,1000,71.01,admin
8490,1000,39.2,yoda
6022,1000,60.13,admin
1076,1000,69.64,yoda
4202,1000,34.51,cat
7564,1000,17.66,cat
6336,1000,53.13,cat
3929,1000,94.61,yoda
8016,1000,26.83,yoda
5622,1000,32.1,yoda
6429,1000,75.85,yoda
7868,1000,39.4,yoda
5385,1000,53.87,yoda
6800,1000,23.96,cat
2713,1000,71.71,admin
8097,1000,63.76,alien
2006,1000,46.61,yoda
8278,1000,29.02,yoda
1950,1000,64.6,mario
7193,1000,31.76,mario
5046,1000,75.53,cat
2262,1000,22.1,mario
2512,1000,11.13,admin
3495,1000,2.67,mario
5800,1000,0.3,admin
6671,1000,3.3,alien
4947,1000,12.64,cat
5496,1000,92.27,admin
2039,1000,85.5,admin
2435,1000,52.23,cat
1381,1000,20.25,alien
5757,1000,91.91,alien
5745,1000,69.78,cat
3083,1000,25.52,alien
3795,1000,89.0,mario
9855,1000,78.06,alien
3783,1000,84.35,yoda
7883,1000,45.95,admin
2486,1000,0.66,alien
6994,1000,98.64,yoda
3760,1000,52.1,alien
2695,1000,63.15,cat
7976,1000,65.8,mario
5559,1000,25.52,admin
1207,1000,84.78,yoda
4787,1000,41.74,yoda
8157,1000,35.29,mario
2120,1000,56.21,mario
6209,1000,17.44,admin
3233,1000,72.08,alien
4808,1000,42.48,cat
8808,1000,81.47,yoda
1099,1000,13.21,cat
5163,1000,65.69,cat
7416,1000,80.44,cat
4894,1000,77.5,cat
3873,1000,87.65,alien
6353,1000,70.77,mario
6020,1000,49.04,cat
7575,1000,14.72,cat
5550,1000,26.82,yoda
9185,1000,87.65,cat
7172,1000,83.44,cat
4727,1000,74.88,cat
7232,1000,84.78,alien
4822,1000,70.69,cat
6664,1000,68.58,alien
1458,1000,56.57,alien
9636,1000,45.21,alien
3884,1000,72.55,cat
5177,1000,77.23,alien
6982,1000,85.37,admin
9453,1000,67.56,mario
1691,1000,46.18,admin
8347,1000,21.74,mario
1212,1000,51.84,yoda
8521,1000,43.95,cat
3569,1000,4.94,mario
6704,1000,94.95,cat
6002,1000,87.37,yoda
5731,1000,67.82,cat
1244,1000,55.02,admin
4893,1000,13.4,cat
3634,1000,88.04,mario
1132,1000,25.48,alien
6340,1000,3.89,mario
6290,1000,78.37,admin
4139,1000,53.65,cat
6584,1000,56.41,alien
2144,1000,73.84,cat
8117,1000,22.37,yoda
8730,1000,29.38,cat
3247,1000,43.39,mario
8099,1000,6.22,cat
2642,1000,89.92,admin
6419,1000,44.0,mario
3223,1000,51.62,mario
3424,1000,13.93,admin
7250,1000,43.27,yoda
2993,1000,83.65,cat
6369,1000,55.18,yoda
8046,1000,23.94,mario
5033,1000,36.13,yoda
2621,1000,46.72,yoda
9839,1000,67.5,yoda
7186,1000,73.76,admin
1870,1000,37.21,mario
4252,1000,96.58,cat
9521,1000,12.8,cat
4820,1000,20.25,mario
2828,1000,98.96,admin
8772,1000,46.94,alien
5537,1000,7.16,yoda
3097,1000,57.25,cat
1092,1000,4.82,yoda
1368,1000,35.53,admin
4553,1000,93.51,admin
2214,1000,90.58,alien
1034,1000,90.36,alien
9022,1000,11.45,yoda
5909,1000,51.54,admin
1314,1000,6.52,admin
8350,1000,9.02,admin
1919,1000,78.65,admin
3421,1000,71.61,admin
7676,1000,60.09,cat
4411,1000,94.99,mario
9069,1000,33.54,admin
7212,1000,23.52,mario
6753,1000,12.56,yoda
1666,1000,71.56,alien
1906,1000,83.86,yoda
3066,1000,74.84,mario
2815,1000,30.53,cat
5194,1000,26.18,admin
9600,1000,61.73,cat
2391,1000,12.22,yoda
2527,1000,65.32,mario
7144,1000,94.22,cat
8168,1000,39.18,admin
7466,1000,95.53,alien
5034,1000,83.54,yoda
2881,1000,72.12,yoda
8580,1000,38.93,alien
4190,1000,32.84,mario
6467,1000,32.95,alien
5054,1000,80.1,cat
2447,1000,90.23,mario
3875,1000,75.9,admin
2333,1000,17.88,yoda
1203,1000,40.79,yoda
8132,1000,36.82,mario
3626,1000,39.94,mario
9120,1000,1.54,cat
5293,1000,64.99,alien
1854,1000,42.65,cat
6171,1000,47.44,admin
3719,1000,94.62,alien
9462,1000,9.13,admin
6845,1000,50.93,mario
3160,1000,77.87,cat
8636,1000,21.5,admin
3731,1000,99.22,mario
3168,1000,58.21,admin
5870,1000,4.84,alien
1883,1000,89.68,mario
4996,1000,15.07,mario
2526,1000,55.5,mario
6458,1000,38.17,cat
4782,1000,86.87,admin
1992,1000,50.78,yoda
8455,1000,32.56,admin
4542,1000,79.99,cat
7540,1000,60.57,yoda
8004,1000,74.72,alien
5408,1000,74.68,admin
2684,1000,19.53,cat
7171,1000,59.99,admin
2333,1000,87.11,yoda
6024,1000,2.91,mario
1581,1000,79.32,alien
3884,1000,65.97,admin
7244,1000,34.2,yoda
8729,1000,82.55,admin
8641,1000,22.87,alien
8025,1000,22.65,yoda
3238,1000,5.43,mario
3396,1000,87.88,admin
3931,1000,22.52,mario
4646,1000,16.49,cat
9776,1000,66.37,admin
7635,1000,40.87,mario
6529,1000,70.89,alien
2831,1000,94.07,cat
7836,1000,46.75,admin
6775,1000,82.74,cat
8971,1000,72.37,cat
4107,1000,33.68,admin
2463,1000,66.14,admin
2048,1000,3.26,yoda
6151,1000,9.53,mario
2386,1000,2.22,mario
1966,1000,70.37,mario
3767,1000,52.67,admin
6775,1000,83.08,mario
7272,1000,50.9,admin
6307,1000,13.58,alien
3516,1000,27.13,cat
5827,1000,13.51,admin
9958,1000,63.67,cat
8928,1000,24.95,alien
3064,1000,76.9,admin
5802,1000,46.8,yoda
3545,1000,38.34,cat
4586,1000,5.62,alien
